Rank,Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year
394,The Last of Us: Part II,PS4,Sony Interactive Entertainment,Naughty Dog,9.4,5.6,4,2020
470,Final Fantasy VII Remake,PS4,Square Enix,Square Enix,8.7,8.1,3.5,2020
1655,Persona 5 Royal,PS4,Atlus,Atlus,9.5,8.2,1.4,2020
2457,Nioh 2,PS4,Sony Interactive Entertainment,Team Ninja,8.5,7.8,1,2020
12,Call of Duty: Modern Warfare,PS4,Activision,Infinity Ward,8,3.3,30.13,2019
136,NBA 2K20,PS4,2K Sports,Visual Concepts,7.8,1.2,8,2019
158,FIFA 20,PS4,Electronic Arts,EA Sports,7.9,1.1,7.15,2019
343,Mortal Kombat 11,PS4,NetherRealm Studios,Warner Bros. Interactive Entertainment,8.2,3.6,4.2,2019
423,Madden NFL 20,PS4,EA Sports,EA Tiburon,7.6,1.5,3.78,2019
8955,God Eater 3,PS4,Bandai Namco Entertainment,Bandai Namco Studios,7.1,7.2,0.19,2019
11161,Fate/Extella Link,PS4,Xseed Games,Marvelous,7.7,7.2,0.12,2019
13764,Broken Sword 5: The Serpent's Curse,PS4,Unbalance,Revolution Software,7.2,7.3,0.07,2019
15521,Senran Kagura Burst Re:Newal,PS4,Xseed Games,HONEY PARADE GAMES,6.5,4.1,0.04,2019
15804,The Caligula Effect: Overdose,PS4,NIS America,Historia,6.5,5.6,0.04,2019
16694,Death end re;Quest,PS4,Idea Factory,Compile Heart,7.4,7.4,0.03,2019
16822,Onimusha: Warlords,PS4,Capcom,Capcom,7.4,5.6,0.03,2019
16917,Steins;Gate Elite,PS4,Spike Chunsoft,5pb. Inc.,8.6,7.3,0.03,2019
17420,The Liar Princess and the Blind Prince,PS4,NIS America,Nippon Ichi Software,6.9,6.4,0.02,2019
54,Red Dead Redemption 2,PS4,Rockstar Games,Rockstar Games,9.8,7.9,13.94,2018
63,Marvel's Spider-Man,PS4,Sony Interactive Entertainment,Insomniac Games,9.1,8.7,13.2,2018
88,God of War (2018),PS4,Sony Interactive Entertainment,SIE Santa Monica Studio,9.7,10,11,2018
112,Call of Duty: Black Ops IIII,PS4,Activision,Treyarch,8.3,4,9.32,2018
117,FIFA 19,PS4,Electronic Arts,EA Sports,8.3,1.7,9.15,2018
208,Red Dead Redemption 2,XOne,Rockstar Games,Rockstar Games,9.7,7.4,5.77,2018
392,Monster Hunter: World,PS4,Capcom,Capcom,9.3,9,4,2018
402,Far Cry 5,PS4,Ubisoft,Ubisoft,7.9,6.8,3.95,2018
531,Detroit: Become Human,PS4,Sony Interactive Entertainment,Quantic Dream,8,8.6,3.2,2018
540,Assassin's Creed Odyssey,PS4,Ubisoft,Ubisoft Quebec,9.5,5.9,3.18,2018
720,NBA 2K19,PS4,2K Sports,Visual Concepts,8.2,2.6,2.63,2018
905,Battlefield V,PS4,Electronic Arts,EA DICE,7.3,2.1,2.22,2018
907,FIFA 19,XOne,Electronic Arts,EA Sports,8.3,2,2.22,2018
912,Madden NFL 19,PS4,EA Sports,EA Tiburon,8,2.3,2.21,2018
938,Spyro Reignited Trilogy,PS4,Activision,Toys for Bob,8.2,8.1,2.17,2018
1024,Dragon Quest XI: Echoes of an Elusive Age,PS4,Square Enix,Square Enix,9.5,8.7,2.04,2018
1040,Dragon Ball FighterZ,PS4,Namco Bandai Games,Arc System Works,8.7,8.1,2.01,2018
1162,Forza Horizon 4,XOne,Microsoft Studios,Playground Games,9.2,7.9,1.84,2018
1208,Far Cry 5,XOne,Ubisoft,Ubisoft Montreal,7.2,6.7,1.78,2018
1246,NBA 2K19,XOne,2K Sports,Visual Concepts,8.3,2.8,1.74,2018
1249,Shadow of the Tomb Raider,PS4,Square Enix,Eidos Montreal,7.5,7.3,1.74,2018
1449,Battlefield V,XOne,Electronic Arts,EA DICE,7.8,2.6,1.55,2018
1499,Madden NFL 19,XOne,EA Sports,EA Tiburon,8.1,3.3,1.51,2018
1672,Assassin's Creed Odyssey,XOne,Ubisoft,Ubisoft Quebec,8.7,5.6,1.39,2018
1770,Fallout 76,PS4,Bethesda Softworks,Bethesda Game Studios,5.1,2.5,1.32,2018
1990,Shadow of the Colossus,PS4,Sony Interactive Entertainment,Bluepoint Games,9.3,7.8,1.2,2018
2283,MLB The Show 18,PS4,Sony Interactive Entertainment,SIE San Diego Studio,8.2,6.3,1.06,2018
2510,WWE 2K19,PS4,2K Sports,Visual Concepts,7.7,5.6,0.98,2018
2535,EA Sports UFC 3,PS4,EA Sports,EA Vancouver,7.5,3.6,0.97,2018
2555,Sea of Thieves,XOne,Microsoft Studios,Rare Ltd.,6.9,7,0.96,2018
2636,Fallout 76,XOne,Bethesda Softworks,Bethesda Game Studios,5.1,2.4,0.93,2018
2651,Monster Hunter: World,XOne,Capcom,Capcom,9.4,7.2,0.93,2018
2744,Ni no Kuni II: Revenant Kingdom,PS4,Namco Bandai Games,Level 5,8.7,7.4,0.89,2018
2960,The Crew 2,PS4,Ubisoft,Ivory Tower,6.5,5,0.82,2018
3069,Shadow of the Tomb Raider,XOne,Square Enix,Eidos Montreal,8.2,7.2,0.78,2018
3343,SoulCalibur VI,PS4,Bandai Namco Games,Project Soul,8.4,6.3,0.71,2018
3597,Spyro Reignited Trilogy,XOne,Activision,Toys for Bob,8.3,6.8,0.65,2018
3615,Crash Bandicoot N. Sane Trilogy,XOne,Activision,Vicarious Visions,7.9,6.9,0.65,2018
4173,Just Cause 4,PS4,Square Enix,Avalanche Studios,6.5,5.2,0.56,2018
4188,Kingdom Come: Deliverance,PS4,Deep Silver,Warhorse Studios,6.9,7.2,0.56,2018
4338,LEGO The Incredibles,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,4.6,0.53,2018
4387,F1 2018,PS4,Codemasters,Codemasters Birmingham,8.4,7.8,0.53,2018
4417,Dragon Ball FighterZ,XOne,Namco Bandai Games,Arc System Works,8.6,7.9,0.52,2018
4477,Hitman 2,PS4,Warner Bros. Interactive Entertainment,IO Interactive,8.2,8.6,0.51,2018
4582,Yakuza 6: The Song of Life,PS4,Sega,Sega,8.3,8.2,0.5,2018
4609,Pro Evolution Soccer 2019,PS4,Konami,Konami,7.9,6.6,0.5,2018
4717,WWE 2K19,XOne,2K Sports,Visual Concepts,7.7,4.6,0.48,2018
4733,A Way Out,PS4,Electronic Arts,Hazelight,7.5,8,0.48,2018
4790,Jurassic World Evolution,PS4,Frontier Developments,Frontier Developments,6.8,7,0.47,2018
4858,Farming Simulator 19,PS4,Focus Home Interactive,Giants Software,6.4,4.5,0.47,2018
4907,State of Decay 2,XOne,Microsoft Studios,Undead Labs,7,5.4,0.46,2018
4910,LEGO DC Super-Villains,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,7.4,6.5,0.46,2018
5093,EA Sports UFC 3,XOne,EA Sports,EA Vancouver,7.7,5.5,0.44,2018
5214,NHL 19,PS4,EA Sports,EA Canada,8,5.3,0.43,2018
5811,Burnout Paradise Remastered,PS4,Electronic Arts,Stellar Entertainment,8,6.5,0.37,2018
5815,Dynasty Warriors 9,PS4,Tecmo Koei,Omega Force,6.5,4,0.37,2018
5831,Vampyr,PS4,Focus Home Interactive,DONTNOD Entertainment,7,8.5,0.37,2018
5877,Destiny 2: Forsaken,PS4,Activision,Bungie,8.2,6.2,0.36,2018
6029,Sega Genesis Classics,PS4,Sega,Sega,7.5,7.2,0.35,2018
6246,The Crew 2,XOne,Ubisoft,Ivory Tower,6.9,5,0.33,2018
6276,PlayerUnknown's Battlegrounds,PS4,Sony Interactive Entertainment,PUBG Corporation,7.2,3.3,0.33,2018
6372,LEGO The Incredibles,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.4,6.9,0.32,2018
6661,My Hero One's Justice,PS4,Bandai Namco Entertainment,Byking,6.8,7.5,0.3,2018
6680,SoulCalibur VI,XOne,Bandai Namco Games,Project Soul,8.4,4.7,0.3,2018
6699,LEGO DC Super-Villains,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.2,7,0.3,2018
6753,Sword Art Online: Fatal Bullet,PS4,Namco Bandai Games,Dimps Corporation,6.4,7.2,0.29,2018
6762,Naruto to Boruto: Shinobi Striker,PS4,Bandai Namco Games,Soleil Software Studio Inc.,8.5,5.6,0.29,2018
6774,Yooka-Laylee,PS4,Team17 Software,Playtonic Games,6.8,6.2,0.29,2018
6809,NHL 19,XOne,EA Sports,EA Canada,8.2,6.7,0.29,2018
6900,Just Cause 4,XOne,Square Enix,Avalanche Studios,7,6.1,0.29,2018
7053,Secret of Mana,PS4,Square Enix,Square,6.3,6,0.28,2018
7131,Bravo Team,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,4.5,4.4,0.27,2018
7199,Shenmue I & II,PS4,Sega,Sega,7.5,7.9,0.27,2018
7405,Jurassic World Evolution,XOne,Frontier Developments,Frontier Developments,7.6,6.2,0.26,2018
7495,Tetris Effect,PS4,Sony Interactive Entertainment,Monstars Inc.,8.9,7.7,0.25,2018
7620,Darksiders III,PS4,THQ Nordic,Gunfire Games,6.3,7.5,0.25,2018
7679,Valkyria Chronicles 4,PS4,Sega,Sega,8.4,7.9,0.25,2018
7804,Earth Defense Force 5,PS4,D3 Publisher,Sandlot,7.2,6.5,0.24,2018
7844,A Way Out,XOne,Electronic Arts,Hazelight,8.1,7.5,0.24,2018
8076,No Man's Sky,XOne,505 Games,Hello Games,7.7,7.7,0.23,2018
8081,Metal Gear Survive,PS4,Konami Digital Entertainment,Konami Digital Entertainment,6,1.4,0.23,2018
8139,Attack on Titan 2,PS4,Koei Tecmo,Omega Force,7.8,7,0.22,2018
8197,Kingdom Come: Deliverance,XOne,Deep Silver,Warhorse Studios,6.8,7.5,0.22,2018
8229,Hitman 2,XOne,Warner Bros. Interactive Entertainment,IO Interactive,8.4,7,0.22,2018
8250,Warriors Orochi 4,PS4,Koei Tecmo,Omega Force,7.2,7.2,0.22,2018
8426,Conan Exiles,PS4,Maximum Games,Funcom Oslo A/S,6.8,5.5,0.21,2018
8451,Devil May Cry HD Collection,PS4,Capcom,Capcom,6,6,0.21,2018
8875,NBA Live 19,PS4,Electronic Arts,EA Tiburon,7.3,6.5,0.19,2018
8954,Creed: Rise to Glory,PS4,Sony Interactive Entertainment,Survios,7.5,6.8,0.19,2018
9030,Naruto to Boruto: Shinobi Striker,XOne,Bandai Namco Games,Soleil Software Studio Inc.,6,5.8,0.19,2018
9068,Bendy and the Ink Machine,PS4,Rooster Teeth Games,TheMeatly Games,7.1,5.7,0.18,2018
9354,Mega Man 11,PS4,Capcom,Capcom,8.2,8,0.17,2018
9522,F1 2018,XOne,Codemasters,Codemasters Birmingham,8.4,8,0.17,2018
9774,Bendy and the Ink Machine,XOne,Rooster Teeth Games,TheMeatly Games,7,8.2,0.16,2018
9793,Overcooked! 2,PS4,Sold Out,Ghost Town Games,8.1,7.2,0.16,2018
9876,Assassin's Creed Rogue Remastered,PS4,Ubisoft,Ubisoft,7.1,6,0.15,2018
9888,Just Dance 2019,XOne,Ubisoft,Ubisoft Paris,7.7,4.7,0.15,2018
10003,NBA Live 19,XOne,Electronic Arts,EA Tiburon,7.5,6.9,0.15,2018
10355,We Happy Few,PS4,Gearbox Software,Compulsion Games,6.7,4.6,0.14,2018
10627,New Gundam Breaker,PS4,Namco Bandai Games,Bandai Namco Games,2.8,3,0.13,2018
10702,Destiny 2: Forsaken,XOne,Activision,Bungie,8.6,5.4,0.13,2018
10855,Persona Dancing: Endless Night Collection,PS4,Atlus,Atlus,7.5,6.9,0.13,2018
10864,NASCAR Heat 3,PS4,704Games,Monster Games,6.4,5.4,0.13,2018
10990,The Inpatient,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,5.9,6.1,0.13,2018
11031,Dragon's Crown Pro,PS4,Atlus,Vanillaware,8,7.8,0.12,2018
11152,Darksiders III,XOne,THQ Nordic,Gunfire Games,6.9,7.3,0.12,2018
11159,Fire Pro Wrestling World,PS4,Spike Chunsoft,Spike Chunsoft,7.9,7.1,0.12,2018
11164,Vampyr,XOne,Focus Home Interactive,DONTNOD Entertainment,7,6.9,0.12,2018
11267,Call of Cthulhu,PS4,Focus Home Interactive,Cyanide,6.3,7.2,0.12,2018
11319,Subnautica,PS4,Gearbox Software,Unknown Worlds Entertainment,8,7.6,0.12,2018
11797,Burnout Paradise Remastered,XOne,Electronic Arts,Stellar Entertainment,8,6.7,0.11,2018
12038,The Seven Deadly Sins: Knights of Britannia,PS4,Bandai Namco Entertainment,Natsume Atari,5.5,5.9,0.1,2018
12108,The Elder Scrolls Online: Summerset,PS4,Bethesda Softworks,ZeniMax Online Studios,7.5,5.4,0.1,2018
12121,NASCAR Heat 3,XOne,704Games,Monster Games,6.8,8.3,0.1,2018
12122,Starlink: Battle for Atlas,PS4,Ubisoft,Ubisoft Toronto,7,5.4,0.1,2018
12132,Zone of the Enders: The 2nd Runner MARS,PS4,Konami,Cygames,7.1,7.7,0.1,2018
12145,Starlink: Battle for Atlas,XOne,Ubisoft,Ubisoft Toronto,7.8,6.7,0.1,2018
12339,Sega Genesis Classics,XOne,Sega,Sega,7.3,7.3,0.1,2018
12383,Sword Art Online: Fatal Bullet,XOne,Namco Bandai Games,Dimps Corporation,7.2,7.2,0.1,2018
12452,Nickelodeon Kart Racers,XOne,GameMill Entertainment,Solutions 2 Go,4.9,6.3,0.09,2018
12463,We Happy Few,XOne,Gearbox Software,Compulsion Games,6.4,5.3,0.09,2018
12524,Red Faction: Guerrilla Re-Mars-tered,PS4,THQ Nordic,Volition,7,5,0.09,2018
12702,Borderlands 2 VR,PS4,2K Games,Gearbox Software,7.2,7.6,0.09,2018
12712,Train Sim World,PS4,Maximum Games,Dovetail Games,5.6,5.9,0.09,2018
12776,Strange Brigade,PS4,Rebellion Developments,Rebellion Developments,7.3,5.5,0.09,2018
12783,Attack on Titan 2,XOne,Koei Tecmo,Omega Force,7,7,0.09,2018
12798,Nickelodeon Kart Racers,PS4,GameMill Entertainment,Solutions 2 Go,4.2,4.6,0.09,2018
13111,Shining Resonance Refrain,PS4,Sega,Media.Vision,6.7,6.8,0.08,2018
13139,Dynasty Warriors 9,XOne,Tecmo Koei,Omega Force,5.6,4.1,0.08,2018
13192,Overcooked! 2,XOne,Sold Out,Ghost Town Games,8.3,6.2,0.08,2018
13228,Gravel,PS4,Milestone S.r.l.,Milestone S.r.l.,6.7,6.6,0.08,2018
13272,BlazBlue: Cross Tag Battle,PS4,Arc System Works,Arc System Works,7.6,6.5,0.08,2018
13366,NBA 2K Playgrounds 2,PS4,2K Games,Saber Interactive,7.3,5.9,0.08,2018
13394,Metal Gear Survive,XOne,Konami Digital Entertainment,Konami Digital Entertainment,6.2,2,0.08,2018
13451,The Witch and the Hundred Knight 2,PS4,NIS America,Nippon Ichi Software,6.1,6.8,0.07,2018
13704,Shenmue I & II,XOne,Sega,Sega,7.4,8.2,0.07,2018
13758,Subnautica,XOne,Gearbox Software,Unknown Worlds Entertainment,8.1,8.3,0.07,2018
13827,Disgaea 1 Complete,PS4,NIS America,Nippon Ichi Software,8.3,7.6,0.07,2018
13849,Dragon's Crown Pro,PS4,Atlus,Vanillaware,8,7.8,0.07,2018
13993,Nobunaga's Ambition: Taishi,PS4,Koei Tecmo,Koei Tecmo Games,7,5.3,0.06,2018
14009,Super Bomberman R,PS4,Konami Digital Entertainment,HexaDrive,6.7,5.4,0.06,2018
14019,Persona 5: Dancing in Starlight,PS4,Atlus,Atlus,7.2,7.8,0.06,2018
14112,Mega Man 11,XOne,Capcom,Capcom,7.7,8.2,0.06,2018
14171,Conan Exiles,XOne,Maximum Games,Funcom Oslo A/S,6.4,5.7,0.06,2018
14205,NBA 2K Playgrounds 2,XOne,2K Games,Saber Interactive,6.2,6.3,0.06,2018
14217,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,PS4,Tecmo Koei,Gust,7.4,7,0.06,2018
14480,Extinction,PS4,Maximum Games,Iron Galaxy,4.7,1.5,0.06,2018
14659,Call of Cthulhu,XOne,Focus Home Interactive,Cyanide,6.6,5.9,0.05,2018
14741,The Long Dark,XOne,Skybound Games,Hinterland Studio Inc.,7.5,7.9,0.05,2018
14766,Pro Evolution Soccer 2019,XOne,Konami,Konami,8.2,6.8,0.05,2018
14769,Hellblade: Senua's Sacrifice,PS4,505 Games,Ninja Theory,8.3,8.1,0.05,2018
14774,Strange Brigade,XOne,Rebellion Developments,Rebellion Developments,7.5,5.9,0.05,2018
14826,The Long Dark,PS4,Skybound Games,Hinterland Studio Inc.,7.5,7.2,0.05,2018
14972,Extinction,XOne,Maximum Games,Iron Galaxy,5.2,1.1,0.05,2018
14979,Apex Construct,PS4,Perp Games,Fast Travel Games,7.2,7,0.05,2018
15011,Metal Max Xeno,PS4,NIS America,Kadokawa Games,6.1,5.4,0.05,2018
15020,Surviving Mars,XOne,Maximum Games,Haemimont Games,7.6,6.5,0.05,2018
15039,Red Faction: Guerrilla Re-Mars-tered,XOne,THQ Nordic,Volition,7.3,4.4,0.05,2018
15044,Dakar 18,PS4,Deep Silver,Bigmoon Entertainment,5.3,5,0.05,2018
15056,ARK Park,PS4,Snail Games USA,Snail Games USA,4.6,4.5,0.05,2018
15213,Owlboy,PS4,Soedesco,D-Pad Studios,8.8,6.6,0.05,2018
15232,Gravel,XOne,Milestone S.r.l.,Milestone S.r.l,6.7,7,0.05,2018
15286,Dead Cells,PS4,Merge Games,Motion Twin,8.7,7.5,0.05,2018
15387,Devil May Cry HD Collection,XOne,Capcom,Capcom,7.1,6.9,0.04,2018
15413,Megadimension Neptunia VIIR,PS4,Idea Factory International,Compile Heart,7.1,6.6,0.04,2018
15429,Pure Farming 2018,PS4,Techland,Ice Flames,7,6.6,0.04,2018
15475,Earthfall,PS4,Gearbox Software,Holospark,5.4,5.8,0.04,2018
15700,Surviving Mars,PS4,Maximum Games,Haemimont Games,7.3,5.9,0.04,2018
15767,Tennis World Tour,PS4,Bigben Interactive,Breakpoint Studio,4.5,2.8,0.04,2018
15773,Black Clover: Quartet Knights,PS4,Bandai Namco Entertainment,Ilinx,5.3,5.2,0.04,2018
15908,Assassin's Creed Rogue Remastered,XOne,Ubisoft,Ubisoft,6,6.8,0.04,2018
15936,Persona 3: Dancing in Moonlight,PS4,Atlus,Atlus,7.3,6,0.04,2018
15946,The Persistence,PS4,Sony Interactive Entertainment,Firesprite,7.8,8.1,0.04,2018
15955,Darkest Dungeon,PS4,Red Hook Studios,Red Hook Studios,8.3,7.6,0.04,2018
15982,Punch Line,PS4,PQube,5pb. Inc.,6.5,4.6,0.04,2018
16012,Omen of Sorrow,PS4,Soedesco,AOne Games,6.4,6.1,0.04,2018
16051,Warriors Orochi 4,XOne,Koei Tecmo,Omega Force,6.8,7.3,0.04,2018
16063,Tennis World Tour,XOne,Bigben Interactive,Breakpoint Studio,4.2,1.9,0.04,2018
16130,The Raven Remastered,PS4,THQ Nordic,KING Art Games,7.2,8.4,0.03,2018
16237,Earthfall,XOne,Gearbox Software,Holospark,5.6,5.5,0.03,2018
16283,Railway Empire,XOne,Kalypso Media,Gaming Minds Studios,7.7,8.3,0.03,2018
16288,MXGP Pro,XOne,Milestone S.r.l.,Milestone S.r.l.,7.5,6.9,0.03,2018
16328,Pure Farming 2018,XOne,Techland,Ice Flames,7.3,7,0.03,2018
16381,World of Final Fantasy Maxima,XOne,Square Enix,Square Enix,8.1,8.1,0.03,2018
16431,All-Star Fruit Racing,PS4,PQube,3DClouds.it,6,3.6,0.03,2018
16442,Super Bomberman R,XOne,Konami Digital Entertainment,HexaDrive,6.3,6.7,0.03,2018
16456,Labyrinth of Refrain: Coven of Dusk,PS4,NIS America,Nippon Ichi Software,7.5,6.7,0.03,2018
16500,Don't Knock Twice,PS4,Perpetual,Wales Interactive Ltd.,5.6,5.6,0.03,2018
16595,The Lost Child,PS4,NIS America,Crim,6.1,5.1,0.03,2018
16763,Bridge Constructor Portal,PS4,Nighthawk Interactive,ClockStoneSoftware,7.8,3.7,0.03,2018
16838,Hellblade: Senua's Sacrifice,XOne,Microsoft Studios,Ninja Theory,8.8,7.3,0.03,2018
16925,Agony,PS4,Maximum Games,Madmind Studio,5,4.9,0.03,2018
16956,Monster Boy and the Cursed Kingdom,PS4,FDG Entertainment,Game Atelier,8.7,7.8,0.03,2018
16958,Past Cure,PS4,Phantom 8 Studio,Phantom 8 Studio,3.7,5,0.03,2018
17058,Lost Sphear,PS4,Square Enix,Tokyo RPG Factory,6,6.9,0.02,2018
17065,Rad Rodgers,PS4,THQ Nordic,3D Realms,6.6,7,0.02,2018
17142,Trailblazers,PS4,Rising Star Games,Supergonk,6.3,6,0.02,2018
17164,Agony,XOne,Maximum Games,Madmind Studio,3.4,4.5,0.02,2018
17211,Bridge Constructor Portal,XOne,Nighthawk Interactive,ClockStone,7.8,5.4,0.02,2018
17219,"Warhammer 40,000: Inquisitor - Martyr",PS4,Neocore Games,Neocore Games,6.4,6.2,0.02,2018
17246,Titan Quest,XOne,THQ Nordic,THQ Nordic,6.6,6.9,0.02,2018
17273,Override: Mech City Brawl,XOne,Modus Games,The Balance Inc,6.4,6.5,0.02,2018
17336,428: Shibuya Scramble,PS4,Spike Chunsoft,Abstraction Games,8.5,7.3,0.02,2018
17493,Titan Quest,PS4,THQ Nordic,Iron Lore Entertainment,5.5,5.6,0.02,2018
17593,Armello,PS4,League of Geeks,League of Geeks,7.4,7.1,0.02,2018
17676,Past Cure,XOne,Phantom 8 Studio,Phantom 8 Studio,3.4,6.9,0.02,2018
17780,Adventure Time: Pirates of the Enchiridion,PS4,Outright Games,Outright Games,6.2,5.2,0.02,2018
17897,Rad Rodgers,XOne,THQ Nordic,3D Realms,6.7,7.8,0.02,2018
17979,"Warhammer 40,000: Inquisitor - Martyr",XOne,Neocore Games,Neocore Games,7.1,3.9,0.02,2018
18089,Tour de France 2018,PS4,Focus Home Interactive,Cyanide Studio,5.7,5.4,0.02,2018
18195,Dakar 18,XOne,Deep Silver,Bigmoon Entertainment,5.4,7.1,0.02,2018
18226,Yoku's Island Express,XOne,Villa Gorilla,Villa Gorilla,9,7.8,0.02,2018
18254,GRIP: Combat Racing,PS4,U&I Entertainment,Caged Element,7.1,6.1,0.01,2018
18335,Tempest 4000,XOne,Atari,Llamasoft,7.5,6.8,0.01,2018
18382,Yoku's Island Express,PS4,Villa Gorilla,Villa Gorilla,9,7.1,0.01,2018
18525,Tempest 4000,PS4,Atari,Llamasoft,7.5,4.8,0.01,2018
18575,Capcom Beat 'Em Up Bundle,PS4,Capcom,Capcom,7.1,4.2,0.01,2018
18634,Mothergunship,XOne,Sold Out,Grip Games,7.7,7.6,0.01,2018
18648,Moonlighter,PS4,Merge Games,Digital Sun,8.1,9,0.01,2018
18765,Mothergunship,PS4,Sold Out,Grip Games,7.8,5.3,0.01,2018
18828,Gungrave VR,PS4,Xseed Games,IGGYMOB,4.1,3.4,0.01,2018
19055,V-Rally 4,PS4,Bigben Interactive,Kylotonn,5.8,5.3,0.01,2018
19214,V-Rally 4,XOne,Bigben Interactive,Kylotonn,6.7,8,0.01,2018
59,Call of Duty: WWII,PS4,Activision,Sledgehammer Games,8,4.3,13.4,2017
81,FIFA 18,PS4,EA Sports,EA Vancouver,8.3,3.4,11.8,2017
101,Horizon: Zero Dawn,PS4,Sony Interactive Entertainment,Guerrilla Games,9.1,8,10,2017
191,Call of Duty: WWII,XOne,Activision,Sledgehammer Games,8,4,6.23,2017
286,Crash Bandicoot N. Sane Trilogy,PS4,Activision,Vicarious Visions,8,8.5,4.83,2017
369,Destiny 2,PS4,Activision,Bungie,8.5,4.9,4.14,2017
378,Assassin's Creed Origins,PS4,Ubisoft,Ubisoft Montreal,8.1,7.2,4.06,2017
419,Gran Turismo Sport,PS4,Sony Interactive Entertainment,Polyphony Digital,7.5,6,3.77,2017
505,NBA 2K18,PS4,2K Sports,Visual Concepts,8.1,1.7,3.34,2017
545,FIFA 18,XOne,EA Sports,EA Vancouver,8,3,3.14,2017
722,Madden NFL 18,PS4,EA Sports,EA Tiburon,8.2,3.7,2.62,2017
779,Assassin's Creed Origins,XOne,Ubisoft,Ubisoft Montreal,8.5,7.5,2.47,2017
835,Uncharted: The Lost Legacy,PS4,Sony Interactive Entertainment,Naughty Dog,8.4,7.7,2.37,2017
840,Destiny 2,XOne,Activision,Bungie,8.7,4.2,2.35,2017
844,Tekken 7,PS4,Namco Bandai Games,Namco Bandai Games,8.2,6.8,2.35,2017
920,NieR: Automata,PS4,Square Enix,PlatinumGames,8.8,8.9,2.2,2017
943,PlayerUnknown's Battlegrounds,XOne,Microsoft Studios,PUBG Corporation,8.5,5,2.17,2017
1036,NBA 2K18,XOne,2K Sports,Visual Concepts,7.7,1.5,2.02,2017
1053,Nioh,PS4,Sony Interactive Entertainment,Team Ninja,8.8,8.5,2,2017
1119,Madden NFL 18,XOne,EA Sports,EA Tiburon,8.8,4.5,1.91,2017
1237,For Honor,PS4,Ubisoft,Ubisoft Montreal,7.8,6.1,1.75,2017
1266,Injustice 2,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.7,8.1,1.72,2017
1351,Persona 5,PS4,Atlus,Atlus,9.3,8.7,1.64,2017
1480,Forza Motorsport 7,XOne,Microsoft Studios,Turn 10 Studios,8.9,5.9,1.52,2017
1526,Mass Effect: Andromeda,PS4,Electronic Arts,BioWare Corp.,7.1,4.9,1.49,2017
1616,South Park: The Fractured But Whole,PS4,Ubisoft,Ubisoft San Francisco,7.9,7.7,1.43,2017
1663,The Sims 4,PS4,Electronic Arts,Maxis,6.6,3.7,1.39,2017
1707,Wolfenstein II: The New Colossus,PS4,Bethesda Softworks,MachineGames,9,7.5,1.36,2017
1751,WWE 2K18,PS4,2K Sports,Yuke's,6.6,5.6,1.33,2017
2046,MLB The Show 17,PS4,Sony Interactive Entertainment,SIE San Diego Studio,8.5,6.9,1.16,2017
2108,LEGO Worlds,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,6.6,6.6,1.14,2017
2120,The Elder Scrolls V: Skyrim VR,PS4,Bethesda Softworks,Bethesda Softworks,7.7,8.1,1.13,2017
2154,LEGO Marvel Super Heroes 2,PS4,Warner Bros. Interactive Entertainment,Traveller's Tales,7.3,7.1,1.11,2017
2323,The Evil Within 2,PS4,Bethesda Softworks,Tango Gameworks,7.6,8.5,1.05,2017
2427,ARK: Survival Evolved,PS4,Studio Wildcard,Studio Wildcard,6.9,4.4,1,2017
2442,Final Fantasy XII: The Zodiac Age,PS4,Square Enix,Square Enix,8.6,8.4,1,2017
2738,Injustice 2,XOne,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.9,8.2,0.89,2017
2762,Fortnite,PS4,Gearbox Software,Epic Games,7.8,3.9,0.89,2017
2828,For Honor,XOne,Ubisoft,Ubisoft Montreal,7.9,5.9,0.87,2017
3092,F1 2016,PS4,Codemasters,Codemasters,8.2,7.9,0.78,2017
3099,Mass Effect: Andromeda,XOne,Electronic Arts,BioWare Corp.,7.6,4.9,0.78,2017
3100,Hitman,PS4,Square Enix,IO Interactive,8.4,7.9,0.78,2017
3188,LEGO City Undercover,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8,7.4,0.75,2017
3193,Pro Evolution Soccer 2018,PS4,Konami Digital Entertainment,Konami Digital Entertainment,8.3,7.2,0.75,2017
3268,The Sims 4,XOne,Electronic Arts,Maxis,6.6,2.8,0.73,2017
3409,Marvel vs. Capcom: Infinite,PS4,Capcom,Capcom,7.2,4.5,0.7,2017
3412,Wolfenstein II: The New Colossus,XOne,Bethesda Softworks,MachineGames,8.8,6.2,0.7,2017
3462,LEGO Worlds,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,6.9,6.4,0.69,2017
